,Name,Year,Age,Tm,Pos,No.,G,GS,AV,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd,Rec,R/G,Y/G,Att,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Int,PD,FF,FR,Sk,Sfty,Comb,Solo,Ast,TFL,QBHits,Awards,Player ID,Tgt,1D,Succ%,Ctch%,Y/Tgt,1D.1,Succ%.1,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Pts,Pts/G,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,Blck
7583,Jack Klotz,1960,28.0,NYT,LT,78.0,14,12,7,,,0,,,1.0,8.0,0,8.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,13671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584,Jack Klotz,1961,29.0,NYT,LT,78.0,14,14,5,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7585,Jack Klotz,1962,30.0,2TM,T,,6,3,2,,,0,,,1.0,15.0,0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,13671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586,Jack Klotz,1963,31.0,NYJ,LT,78.0,13,12,5,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7587,Jack Klotz,1964,32.0,HOU,T,72.0,8,0,3,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7588,Lindsay Knapp,1993,23.0,KAN,,,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7589,Lindsay Knapp,1994,24.0,KAN,G,65.0,2,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7590,Lindsay Knapp,1996,26.0,GNB,G,65.0,9,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7591,Brandon Knight,2019,22.0,DAL,T,69.0,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7592,Brandon Knight,2020,23.0,DAL,LT,69.0,13,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,Brandon Knight,2021,24.0,DAL,T,69.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594,Steve Knight,1987,26.0,IND,G,63.0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595,Steve Knutson,1976,25.0,GNB,T,60.0,12,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7596,Steve Knutson,1977,26.0,GNB,LG,60.0,13,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597,Steve Knutson,1978,27.0,SFO,T,60.0,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7598,Aaron Koch,2000,22.0,JAX,G,64.0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7599,Aaron Koch,2001,23.0,JAX,G,64.0,16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,Greg Koch,1977,22.0,GNB,T,68.0,14,3,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7601,Greg Koch,1978,23.0,GNB,RT,68.0,16,16,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7602,Greg Koch,1979,24.0,GNB,RT,68.0,16,16,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603,Greg Koch,1980,25.0,GNB,RT,68.0,16,16,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7604,Greg Koch,1981,26.0,GNB,RT,68.0,16,16,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7605,Greg Koch,1982,27.0,GNB,RT,68.0,9,9,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7606,Greg Koch,1983,28.0,GNB,RT,68.0,15,14,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7607,Greg Koch,1984,29.0,GNB,RT,68.0,15,14,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7608,Greg Koch,1985,30.0,GNB,RT,68.0,16,16,8,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7609,Greg Koch,1986,31.0,MIA,RT,68.0,16,16,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7610,Greg Koch,1987,32.0,2TM,RG-T,,10,7,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7611,Warren Koegel,1971,22.0,OAK,C,56.0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7612,Warren Koegel,1973,24.0,STL,C,55.0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7613,Warren Koegel,1974,25.0,NYJ,C,53.0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614,Dick Koeper,1966,23.0,ATL,T,78.0,3,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7615,Adam Koets,2007,23.0,NYG,T,61.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7616,Adam Koets,2008,24.0,NYG,T,61.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7617,Adam Koets,2009,25.0,NYG,T,61.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7618,Adam Koets,2010,26.0,NYG,T,61.0,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7619,Jon Kolb,1969,22.0,PIT,C,55.0,14,0,2,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7620,Jon Kolb,1970,23.0,PIT,C,55.0,14,0,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7621,Jon Kolb,1971,24.0,PIT,LT,55.0,14,14,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622,Jon Kolb,1972,25.0,PIT,LT,55.0,14,14,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623,Jon Kolb,1973,26.0,PIT,LT,55.0,14,14,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624,Jon Kolb,1974,27.0,PIT,LT,55.0,14,14,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625,Jon Kolb,1975,28.0,PIT,LT,55.0,14,14,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7626,Jon Kolb,1976,29.0,PIT,LT,55.0,14,14,10,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,Jon Kolb,1977,30.0,PIT,LT,55.0,13,13,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7628,Jon Kolb,1978,31.0,PIT,LT,55.0,16,16,8,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7629,Jon Kolb,1979,32.0,PIT,LT,55.0,14,12,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630,Jon Kolb,1980,33.0,PIT,LT,55.0,7,7,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,Jon Kolb,1981,34.0,PIT,LT,55.0,15,6,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7632,Jeremiah Kolone,2022,28.0,LAR,G,60.0,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7633,Mark Koncar,1976,23.0,GNB,LT,79.0,14,14,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,Mark Koncar,1977,24.0,GNB,LT,79.0,13,13,4,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7635,Mark Koncar,1979,26.0,GNB,LT,79.0,12,12,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7636,Mark Koncar,1980,27.0,GNB,T,79.0,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7637,Mark Koncar,1981,28.0,GNB,LT,79.0,13,12,6,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7638,Mark Koncar,1982,29.0,HOU,T,72.0,5,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7639,Ed Konopasek,1987,23.0,GNB,T,68.0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7640,Peter Konz,2012,23.0,ATL,RG,66.0,16,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641,Peter Konz,2013,24.0,ATL,C/RG,66.0,16,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7642,Peter Konz,2014,25.0,ATL,C,66.0,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,Scott Kooistra,2003,23.0,CIN,T,75.0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644,Scott Kooistra,2004,24.0,CIN,T,75.0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,Scott Kooistra,2005,25.0,CIN,T,75.0,15,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,Scott Kooistra,2006,26.0,CIN,T,75.0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7647,Scott Kooistra,2007,27.0,CIN,T,75.0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7648,Scott Kooistra,2008,28.0,CIN,T,75.0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7649,Scott Kooistra,2009,29.0,CIN,T,75.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650,Dan Koppen,2003,24.0,NWE,C,67.0,16,15,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0,1.0,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7651,Dan Koppen,2004,25.0,NWE,C,67.0,16,16,10,,,0,,,,-6.0,0.0,,,,,,,,,,,,,,,1.0,,,0,1.0,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7652,Dan Koppen,2005,26.0,NWE,C,67.0,9,9,5,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7653,Dan Koppen,2006,27.0,NWE,C,67.0,16,16,10,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0,3.0,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7654,Dan Koppen,2007,28.0,NWE,C,67.0,15,15,16,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,"AP2, PB",13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7655,Dan Koppen,2008,29.0,NWE,C,67.0,16,16,10,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7656,Dan Koppen,2009,30.0,NWE,C,67.0,16,16,10,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0,1.0,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7657,Dan Koppen,2010,31.0,NWE,C,67.0,16,16,11,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7658,Dan Koppen,2011,32.0,NWE,C,67.0,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,Dan Koppen,2012,33.0,DEN,C,67.0,15,12,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,,0,0.0,0.0,,,,,,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,Steve Korte,1983,23.0,NOR,G,60.0,16,0,1,,,0,,,,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7661,Steve Korte,1984,24.0,NOR,RG/C,60.0,15,15,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7662,Steve Korte,1985,25.0,NOR,C,60.0,12,12,5,,,0,,,,-18.0,0.0,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,,,,,,,,13802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7663,Steve Korte,1986,26.0,NOR,C,60.0,16,16,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7664,Steve Korte,1987,27.0,NOR,C,60.0,3,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,Steve Korte,1988,28.0,NOR,C,60.0,16,16,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7666,Steve Korte,1989,29.0,NOR,C,60.0,5,4,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7667,Kyle Kosier,2002,24.0,SFO,T,72.0,15,1,2,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7668,Kyle Kosier,2003,25.0,SFO,LG,69.0,16,12,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7669,Kyle Kosier,2004,26.0,SFO,LT/RG,69.0,16,16,5,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670,Kyle Kosier,2005,27.0,DET,LG,69.0,16,11,5,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7671,Kyle Kosier,2006,28.0,DAL,LG,63.0,16,16,10,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7672,Kyle Kosier,2007,29.0,DAL,LG,63.0,16,16,8,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,2.0,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7673,Kyle Kosier,2008,30.0,DAL,G,63.0,3,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,Kyle Kosier,2009,31.0,DAL,LG,63.0,16,16,8,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7675,Kyle Kosier,2010,32.0,DAL,LG,63.0,13,13,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7676,Kyle Kosier,2011,33.0,DAL,RG,63.0,16,16,9,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,,13808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7677,Bob Kowalkowski,1966,23.0,DET,LG,66.0,14,13,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7678,Bob Kowalkowski,1967,24.0,DET,G,66.0,14,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7679,Bob Kowalkowski,1968,25.0,DET,RG,66.0,14,14,5,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7680,Bob Kowalkowski,1969,26.0,DET,G,66.0,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7681,Bob Kowalkowski,1970,27.0,DET,G,66.0,10,0,4,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7682,Bob Kowalkowski,1971,28.0,DET,G,66.0,14,0,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7683,Bob Kowalkowski,1972,29.0,DET,RG,66.0,14,14,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7684,Bob Kowalkowski,1973,30.0,DET,RG,66.0,14,14,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7685,Bob Kowalkowski,1974,31.0,DET,RG,66.0,14,14,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,Bob Kowalkowski,1975,32.0,DET,RG,66.0,14,14,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7687,Bob Kowalkowski,1976,33.0,DET,RG,66.0,14,14,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7688,Bob Kowalkowski,1977,34.0,GNB,G,67.0,4,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7689,Gary Kowalski,1983,23.0,RAM,T,76.0,15,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7690,Gary Kowalski,1985,25.0,SDG,T,68.0,13,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,13838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
