,Name,Year,Age,Tm,Pos,No.,G,GS,AV,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd,Rec,R/G,Y/G,Att,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Int,PD,FF,FR,Sk,Sfty,Comb,Solo,Ast,TFL,QBHits,Awards,Player ID,Tgt,1D,Succ%,Ctch%,Y/Tgt,1D.1,Succ%.1,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Pts,Pts/G,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,Blck
2175,Gene Ceppetelli,1969,27.0,2TM,C,,13,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,Joe Cerne,1965,23.0,SFO,C,56.0,11,0.0,4,,,0,,,1.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,Joe Cerne,1966,24.0,SFO,C,56.0,14,0.0,3,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,Joe Cerne,1967,25.0,SFO,C,56.0,14,0.0,3,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,Joe Cerne,1968,26.0,ATL,C,56.0,6,0.0,2,,,0,,,1.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,Sal Cesario,1987,24.0,DAL,T,79.0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,Kirk Chambers,2004,25.0,CLE,T,65.0,6,0,0,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Kirk Chambers,2005,26.0,CLE,T,65.0,15,0,1,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,Kirk Chambers,2007,28.0,BUF,T,73.0,16,1,1,,,0,,,1.0,6.0,0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,Kirk Chambers,2008,29.0,BUF,T,73.0,16,4,3,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,Kirk Chambers,2009,30.0,BUF,RT,73.0,14,9,4,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,Kirk Chambers,2011,32.0,ATL,T,73.0,3,0,0,,,0,,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,Karl Chandler,1974,22.0,NYG,C,61.0,14,0,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Karl Chandler,1975,23.0,NYG,LG,61.0,14,8,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,Karl Chandler,1976,24.0,NYG,C,61.0,12,11,5,,,0,,,,-1.0,0.0,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,,,,,,,,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,Karl Chandler,1977,25.0,NYG,C,61.0,14,10,3,,,0,,,,-4.0,0.0,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,Karl Chandler,1978,26.0,DET,C,66.0,11,0,3,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,2.0,0.0,,,,,,,,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,Karl Chandler,1979,27.0,DET,C,66.0,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,Roger Chanoine,1999,23.0,CLE,T,69.0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,,4134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,Roger Chanoine,2000,24.0,CLE,T,69.0,7,0,0,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0,1.0,0.0,,,,,,,,4134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,Roger Chanoine,2001,25.0,CLE,RT,69.0,16,16,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,,4134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,Roger Chanoine,2002,26.0,CLE,T,69.0,9,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,,,,,4134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,Mike Chapman,1984,23.0,ATL,G,70.0,4,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,Louis Cheek,1988,24.0,MIA,G,77.0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,Louis Cheek,1989,25.0,MIA,T,77.0,13,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,Louis Cheek,1990,26.0,2TM,T,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,Louis Cheek,1991,27.0,GNB,LT,78.0,12,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,Richard Cheek,1970,22.0,BUF,LG,73.0,14,13,4,,,0,,,,0,0,,,,,,,,,,,,,,,0,,,,2,0.0,,,,,,,,4184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,Michael Cheever,1996,23.0,JAX,C,63.0,11,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,Michael Cheever,1997,24.0,JAX,C,63.0,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,Donald Chelf,1960,27.0,BUF,RG,77.0,14,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,Donald Chelf,1961,28.0,BUF,T,77.0,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,Gosder Cherilus,2008,24.0,DET,RT,77.0,16,13,5,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,2.0,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,Gosder Cherilus,2009,25.0,DET,RT,77.0,15,15,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,Gosder Cherilus,2010,26.0,DET,RT,77.0,12,12,5,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,Gosder Cherilus,2011,27.0,DET,RT,77.0,16,15,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,Gosder Cherilus,2012,28.0,DET,RT,77.0,16,16,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,Gosder Cherilus,2013,29.0,IND,RT,78.0,16,16,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,Gosder Cherilus,2014,30.0,IND,RT,78.0,13,13,8,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,Gosder Cherilus,2015,31.0,TAM,RT,78.0,13,13,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,Gosder Cherilus,2016,32.0,TAM,T,78.0,15,3,2,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,Bill Cherry,1986,25.0,GNB,C,69.0,16,1,1,,,0,,,,,0,,,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,4197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,Bill Cherry,1987,26.0,GNB,C,69.0,12,0,1,,,0,,,1.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,Chris Chester,2006,23.0,BAL,G,65.0,11,4,2,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,Chris Chester,2007,24.0,BAL,RG,65.0,16,5,3,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,Chris Chester,2008,25.0,BAL,RG,65.0,16,11,5,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,Chris Chester,2009,26.0,BAL,RG,65.0,16,13,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,Chris Chester,2010,27.0,BAL,RG,65.0,14,14,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,Chris Chester,2011,28.0,WAS,RG,66.0,16,16,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,Chris Chester,2012,29.0,WAS,RG,66.0,16,16,10,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,Chris Chester,2013,30.0,WAS,RG,66.0,16,16,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,Chris Chester,2014,31.0,WAS,RG,66.0,16,16,7,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,Chris Chester,2015,32.0,ATL,RG,65.0,16,16,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,Chris Chester,2016,33.0,ATL,RG,65.0,16,16,11,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,Tony Chickillo,1984,24.0,SDG,NT,91.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,Tony Chickillo,1985,25.0,SDG,NT,91.0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,Tony Chickillo,1987,27.0,NYJ,NT,75.0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,Freddie Childress,1991,25.0,NWE,T,61.0,15,1,1,,,0,,,,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,4231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,Freddie Childress,1992,26.0,CLE,T,77.0,16,4,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,Gene Chilton,1986,22.0,STL,C,58.0,16,7,3,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,,,,,,,,4240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,Gene Chilton,1987,23.0,STL,C,74.0,11,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,Gene Chilton,1989,25.0,KAN,C,62.0,16,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,Gene Chilton,1990,26.0,NWE,C,63.0,4,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,Gene Chilton,1991,27.0,NWE,C,63.0,16,16,5,,,0,,,,-16.0,0.0,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,,,,,,,,4240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,Gene Chilton,1992,28.0,NWE,C,63.0,16,16,4,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,2.0,0.0,,,,,,,,4240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,John Choma,1981,26.0,SFO,G,60.0,14,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,John Choma,1982,27.0,SFO,T,60.0,7,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,John Choma,1983,28.0,SFO,T,78.0,6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Brady Christensen,2021,25.0,CAR,LT,70.0,16,6,3,,,0,,,,0.0,0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,4260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,Brady Christensen,2022,26.0,CAR,LG,70.0,17,17,7,,,0,,,,0.0,0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,4260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,Brady Christensen,2023,27.0,CAR,G,70.0,1,1,0,,,0,,,,0.0,0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,4260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,Greg Christy,1985,23.0,BUF,T,69.0,7,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,Jeff Christy,1993,24.0,MIN,C,62.0,9,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,Jeff Christy,1994,25.0,MIN,C,62.0,16,16,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,Jeff Christy,1995,26.0,MIN,C,62.0,16,16,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,Jeff Christy,1996,27.0,MIN,C,62.0,16,16,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,Jeff Christy,1997,28.0,MIN,C,62.0,12,12,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,Jeff Christy,1998,29.0,MIN,C,62.0,16,16,15,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,"AP2, PB",4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,Jeff Christy,1999,30.0,MIN,C,62.0,16,16,12,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,PB,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,Jeff Christy,2000,31.0,TAM,C,62.0,16,16,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,PB,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,Jeff Christy,2001,32.0,TAM,C,62.0,15,15,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,Jeff Christy,2002,33.0,TAM,C,62.0,16,16,6,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,Eugene Chung,1992,23.0,NWE,RG/RT,69.0,15,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,Eugene Chung,1993,24.0,NWE,LG,69.0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,Eugene Chung,1994,25.0,NWE,G,69.0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,Eugene Chung,1995,26.0,JAX,G,69.0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,Eugene Chung,1997,28.0,IND,OL,66.0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,Don Chuy,1963,22.0,RAM,RG,62.0,14,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,Don Chuy,1964,23.0,RAM,G,62.0,12,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,Don Chuy,1965,24.0,RAM,LG,62.0,11,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,Don Chuy,1966,25.0,RAM,LG,62.0,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,Don Chuy,1967,26.0,RAM,G,62.0,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,Don Chuy,1968,27.0,RAM,G,62.0,14,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,Don Chuy,1969,28.0,PHI,RG,66.0,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,Tom Cichowski,1967,23.0,DEN,RT,78.0,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,Tom Cichowski,1968,24.0,DEN,T,78.0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,Steve Cisowski,1987,24.0,DAL,T,77.0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,Tyson Clabo,2006,25.0,ATL,RG,77.0,10,10,5,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,Tyson Clabo,2007,26.0,ATL,RT,77.0,11,11,4,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,Tyson Clabo,2008,27.0,ATL,RT,77.0,16,16,8,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,Tyson Clabo,2009,28.0,ATL,RT,77.0,16,16,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,Tyson Clabo,2010,29.0,ATL,RT,77.0,16,16,10,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,PB,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,Tyson Clabo,2011,30.0,ATL,RT,77.0,16,16,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,Tyson Clabo,2012,31.0,ATL,RT,77.0,16,16,10,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,Tyson Clabo,2013,32.0,MIA,RT,77.0,15,15,7,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,Tyson Clabo,2014,33.0,HOU,T,74.0,16,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,Jim Clack,1971,24.0,PIT,C,50.0,14,0,3,,,0,,,1.0,12.0,0,12.0,12.0,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,4318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
