,Name,Year,Age,Tm,Pos,No.,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Ret,Rt,Y/Rt,APYd,Player ID,QBrec,Cmp,Cmp%,TD%,Int%,AY/A,Y/C,Rate,Sk%,NY/A,ANY/A,4QC,GWD,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck,QBR
8823,Otto Stowe,1973.0,24.0,DAL,WR,82.0,7,7,,23,389,16.9,6,,,45,3.3,55.6,,,3.0,28.0,0,,,14.0,9.3,4.0,0.4,26,16.0,417,6,0.0,6,,,,,,,,,,,,,,,,,23485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8824,Otto Stowe,1974.0,25.0,DEN,WR,82.0,8,0,,2,9,4.5,1,,,5,0.3,1.1,,,1.0,1.0,0,,,1.0,1.0,0.1,0.1,3,3.3,10,1,0.0,0,,,,,,,,,,,,,,,,,23485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8825,Mike Strachan,2021.0,24.0,IND,WR,17.0,6,0,3,2,26,13.0,0,2,66.7,16,0.3,4.3,66.7%,8.7,,,0,,,,,,,2,13.0,26,0,0.0,0,,,,,,,,,,,,,,,,,23491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8826,Mike Strachan,2022.0,25.0,IND,WR,17.0,13,0,9,3,59,19.7,0,3,33.3,23,0.2,4.5,33.3%,6.6,,,0,,,,,,,3,19.7,59,0,0.0,0,,,,,,,,,,,,,,,,,23491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8827,Mike Strachan,2023.0,26.0,CAR,WR,86.0,4,1,3,1,45,45.0,0,1,33.3,45,0.3,11.3,33.3%,15.0,,,0,,,,,,,1,45.0,45,0,0.0,0,,,,,,,,,,,,,,,,,23491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8828,Eric Streater,1987.0,23.0,TAM,WR,89.0,3,3,,5,117,23.4,2,,,61,1.7,39.0,,,1,5,0,,,5,5.0,1.7,0.3,6,20.3,122,2,0.0,1,,,,,,,,,,,,,,,,,23515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8829,Rod Streater,2012.0,24.0,OAK,WR,80.0,16,2,74.0,39.0,584.0,15.0,3,27.0,45.9,64.0,2.4,36.5,52.7%,7.9,,,0,,,,,,,39,15.0,584,3,1.0,4,,,,,,,,,,,,,,,,,23516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8830,Rod Streater,2013.0,25.0,OAK,WR,80.0,16,14,100.0,60.0,888.0,14.8,4,39.0,51.0,66.0,3.8,55.5,60.0%,8.9,2.0,17.0,0,0.0,100.0,9.0,8.5,1.1,0.1,62,14.6,905,4,1.0,7,,,,,,,,,,,,,,,,,23516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8831,Rod Streater,2014.0,26.0,OAK,WR,80.0,3,3,13.0,9.0,84.0,9.3,1,5.0,61.5,17.0,3.0,28.0,69.2%,6.5,,,0,,,,,,,9,9.3,84,1,0.0,1,,,,,,,,,,,,,,,,,23516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8832,Rod Streater,2015.0,27.0,OAK,WR,80.0,1,0,1.0,1.0,8.0,8.0,0,1.0,100.0,8.0,1.0,8.0,100.0%,8.0,,,0,,,,,,,1,8.0,8,0,0.0,0,,,,,,,,,,,,,,,,,23516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8833,Rod Streater,2016.0,28.0,SFO,WR,81.0,16,2,27.0,18.0,191.0,10.6,2,13.0,59.3,25.0,1.1,11.9,66.7%,7.1,,,0,,,,,,,18,10.6,191,2,0.0,1,,,,,,,,,,,,,,,,,23516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8834,Rod Streater,2018.0,30.0,CLE,WR,13.0,3,0,,,,,0,,,,,,,,1.0,-11.0,0,,0.0,-11.0,-11.0,-3.7,0.3,1,-11.0,-11,0,0.0,0,,,,,,,,,,,,,,,,,23516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8835,Devin Street,2014.0,23.0,DAL,WR,15.0,16,0,7,2,18,9.0,0,1,28.6,9,0.1,1.1,28.6%,2.6,,,0,,,,,,,2,9.0,18,0,0.0,0,,,,,,,,,,,,,,,,,23517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8836,Devin Street,2015.0,24.0,DAL,WR,15.0,15,2,13,7,114,16.3,1,6,53.8,25,0.5,7.6,53.8%,8.8,,,0,,,,,,,7,16.3,114,1,1.0,1,,,,,,,,,,,,,,,,,23517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8837,Devin Street,2016.0,25.0,IND,WR,81.0,5,0,6,1,20,20.0,0,1,16.7,20,0.2,4.0,16.7%,3.3,,,0,,,,,,,1,20.0,20,0,0.0,0,,,,,,,,,,,,,,,,,23517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8838,Tommy Streeter,2014.0,25.0,JAX,WR,13,2,0,1,0,0,,0,,,0,0.0,0.0,0.0%,0.0,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839,Tai Streets,1999.0,22.0,SFO,WR,89.0,2,0,3,2,25,12.5,0,2,66.7,14,1.0,12.5,66.7%,8.3,,,0,,,,,,,2,12.5,25,0,0.0,0,,,,,,,,,,,,,,,,,23521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8840,Tai Streets,2000.0,23.0,SFO,WR,89.0,15,1,41,19,287,15.1,0,10,41.5,39,1.3,19.1,46.3%,7.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.1,20,14.4,287,0,1.0,3,,,,,,,,,,,,,,,,,23521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8841,Tai Streets,2001.0,24.0,SFO,WR,89.0,16,3,52,28,345,12.3,1,20,42.3,52,1.8,21.6,53.8%,6.6,,,0,,,,,,,28,12.3,345,1,0.0,5,,,,,,,,,,,,,,,,,23521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8842,Tai Streets,2002.0,25.0,SFO,WR,89.0,16,14,109,72,756,10.5,5,46,51.4,47,4.5,47.3,66.1%,6.9,,,0,,,,,,,72,10.5,756,5,1.0,8,,,,,,,,,,,,,,,,,23521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8843,Tai Streets,2003.0,26.0,SFO,WR,89.0,16,16,85,47,595,12.7,7,30,48.2,41,2.9,37.2,55.3%,7.0,,,0,,,,,,,47,12.7,595,7,0.0,7,,,,,,,,,,,,,,,,,23521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8844,Tai Streets,2004.0,27.0,DET,WR,84.0,13,12,56,28,260,9.3,1,13,35.7,22,2.2,20.0,50.0%,4.6,,,0,,,,,,,28,9.3,260,1,0.0,2,,,,,,,,,,,,,,,,,23521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8845,Jaelen Strong,2015.0,21.0,HOU,WR,11.0,10,1,24.0,14.0,161.0,11.5,3,9.0,50.0,42.0,1.4,16.1,58.3%,6.7,,,0,,,,,,,14.0,11.5,161.0,3,0.0,1,,,,,,,,,,,,,,,,,23553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8846,Jaelen Strong,2016.0,22.0,HOU,WR,11.0,8,2,24.0,14.0,131.0,9.4,0,4.0,37.5,36.0,1.8,16.4,58.3%,5.5,,,0,,,,,,,14.0,9.4,131.0,0,0.0,1,,,,,,,,,,,,,,,,,23553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8847,Jaelen Strong,2017.0,23.0,2TM,WR,,2,0,4.0,3.0,38.0,12.7,1,,75.0,19.0,1.5,19.0,75.0%,9.5,,,0,,,,,,,3.0,12.7,38.0,1,0.0,0,,,,,,,,,,,,,,,,,23553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8848,Sammie Stroughter,2009.0,23.0,TAM,WR,18.0,13,0,60,31,334,10.8,1,19,41.7,35,2.4,25.7,51.7%,5.6,,,0,,,,,,,31,10.8,334,1,0,3,,,,,,,,,,,,,,,,,23570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8849,Sammie Stroughter,2010.0,24.0,TAM,WR,18.0,12,4,38,24,239,10.0,0,13,44.7,27,2.0,19.9,63.2%,6.3,1.0,2.0,0,1.0,100.0,2.0,2.0,0.2,0.1,25,9.6,241,0,1,2,,,,,,,,,,,,,,,,,23570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8850,Sammie Stroughter,2011.0,25.0,TAM,WR,18.0,6,0,7,4,52,13.0,0,2,42.9,29,0.7,8.7,57.1%,7.4,,,0,,,,,,,4,13.0,52,0,1,0,,,,,,,,,,,,,,,,,23570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8851,Sammie Stroughter,2012.0,26.0,TAM,WR,18.0,2,0,2,1,14,14.0,0,1,50.0,14,0.5,7.0,50.0%,7.0,,,0,,,,,,,1,14.0,14,0,0,0,,,,,,,,,,,,,,,,,23570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8852,Chansi Stuckey,2008.0,25.0,NYJ,WR,83.0,15,2,45,32,359,11.2,3,22,66.7,31,2.1,23.9,71.1%,8.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.1,0.1,33,10.9,360,3,0.0,4,,,,,,,,,,,,,,,,,23584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8853,Chansi Stuckey,2009.0,26.0,2TM,WR,,15,3,66,30,318,10.6,2,42,37.9,40,2.0,21.2,45.5%,4.8,2.0,6.0,0,0.0,0.0,6.0,3.0,0.4,0.1,32,10.1,324,2,0.0,3,,,,,,,,,,,,,,,,,23584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8854,Chansi Stuckey,2010.0,27.0,CLE,WR,83.0,16,5,63,40,346,8.7,0,21,42.9,25,2.5,21.6,63.5%,5.5,3.0,9.0,1,1.0,33.3,11.0,3.0,0.6,0.2,43,8.3,355,1,3.0,3,,,,,,,,,,,,,,,,,23584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8855,Chansi Stuckey,2011.0,28.0,ARI,WR,17.0,9,0,8,4,39,9.8,0,2,50.0,12,0.4,4.3,50.0%,4.9,,,0,,,,,,,4,9.8,39,0,1.0,0,,,,,,,,,,,,,,,,,23584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8856,Vern Studdard,1971.0,23.0,NYJ,WR,22.0,8,0.0,,,3,0.8,0,,,3,,,,,,329,0,,,37,,,,,,,,,0,,,,,,,,,,,,,4.0,15.0,21.9,332.0,23593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8857,Dave Sullivan,1973.0,22.0,CLE,WR,48.0,1,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8858,Dave Sullivan,1974.0,23.0,CLE,WR,48.0,6,3,,5.0,92.0,18.4,0,,,37.0,0.8,15.3,,,,,0,,,,,,,5.0,18.4,92.0,0,1.0,1,,,,,,,,,,,,,,,,,23647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8859,Vinny Sutherland,2001.0,23.0,SFO,WR,14.0,15,0.0,,,147.0,7.0,0,,,19.0,,,,,,1140.0,0,,,65.0,,,,,,,,,0,,,,,,,,,,,,,21.0,50.0,22.8,1308.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8860,Vinny Sutherland,2002.0,24.0,2TM,WR,,1,0.0,,,,,0,,,,,,,,,49.0,0,,,18.0,,,,,,,,,0,,,,,,,,,,,,,,3.0,16.3,49.0,23700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8861,Courtland Sutton,2018.0,23.0,DEN,WR,14.0,16,9,84,42,704,16.8,4,30,45.2,42,2.6,44.0,50.0%,8.4,1.0,-1.0,0,0.0,0.0,-1.0,-1.0,-0.1,0.1,43,16.3,703,4,0,5,,,,,,,,,,,,,,,,,23707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8862,Courtland Sutton,2019.0,24.0,DEN,WR,14.0,16,14,124,72,1112,15.4,6,50,49.2,70,4.5,69.5,58.1%,9.0,3.0,17.0,0,1.0,100.0,9.0,5.7,1.1,0.2,75,15.1,1129,6,2,9,,,,,,,,,,,,PB,,,,,23707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8863,Courtland Sutton,2020.0,25.0,DEN,WR,14.0,1,1,6,3,66,22.0,0,2,33.3,45,3.0,66.0,50.0%,11.0,,,0,,,,,,,3,22.0,66,0,0,0,,,,,,,,,,,,,,,,,23707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8864,Courtland Sutton,2021.0,26.0,DEN,WR,14.0,17,16,98,58,776,13.4,2,35,50.0,55,3.4,45.6,59.2%,7.9,,,0,,,,,,,58,13.4,776,2,0,7,,,,,,,,,,,,,,,,,23707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,Courtland Sutton,2022.0,27.0,DEN,WR,14.0,15,15,109,64,829,13.0,2,38,46.8,51,4.3,55.3,58.7%,7.6,1.0,5.0,0,0.0,100.0,5.0,5.0,0.3,0.1,65,12.8,834,2,0,5,,,,,,,,,,,,,,,,,23707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8866,Courtland Sutton,2023.0,28.0,DEN,WR,14.0,16,14,90,59,772,13.1,10,37,54.4,46,3.7,48.3,65.6%,8.6,,,0,,,,,,,59,13.1,772,10,3,7,,,,,,,,,,,,,,,,,23707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8867,Brett Swain,2009.0,24.0,GNB,WR,16.0,6,0,1,0,0,,0,,,0,0.0,0.0,0.0%,0.0,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8868,Brett Swain,2010.0,25.0,GNB,WR,16.0,16,1,9,6,72,12.0,0,3.0,44.4,31,0.4,4.5,66.7%,8.0,,,0,,,,,,,6.0,12.0,72.0,0,0.0,1,,,,,,,,,,,,,,,,,23731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8869,Brett Swain,2011.0,26.0,SFO,WR,18.0,5,1,7,2,15,7.5,0,1.0,14.3,9,0.4,3.0,28.6%,2.1,,,0,,,,,,,2.0,7.5,15.0,0,0.0,0,,,,,,,,,,,,,,,,,23731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8870,Freddie Swain,2020.0,22.0,SEA,WR,18.0,16,1,21.0,13.0,159.0,12.2,2,6.0,42.9,23.0,0.8,9.9,61.9%,7.6,,,0,,,,,,,13.0,12.2,159.0,2,0.0,2,,,,,,,,,,,,,,,,,23732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8871,Freddie Swain,2021.0,23.0,SEA,WR,18.0,17,8,40.0,25.0,343.0,13.7,4,12.0,40.0,68.0,1.5,20.2,62.5%,8.6,5.0,32.0,0,2.0,60.0,11.0,6.4,1.9,0.3,30.0,12.5,375.0,4,1.0,3,,,,,,,,,,,,,,,,,23732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8872,Freddie Swain,2022.0,24.0,2TM,WR,,4,1,6.0,4.0,74.0,18.5,0,3.0,50.0,52.0,1.0,18.5,66.7%,12.3,,,0,,,,,,,4.0,18.5,74.0,0,1.0,0,,,,,,,,,,,,,,,,,23732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8873,Charles Swann,1994.0,24.0,DEN,WR,25.0,13,0.0,,,,,0,,,,,,,,,16,0,,,16,,,,,,,,,0,,,,,,,,,,,,,,1.0,16.0,16.0,23737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874,Lynn Swann,1974.0,22.0,PIT,WR,88.0,12,2,,11,208,18.9,2,,,54,0.9,17.3,,,1.0,14.0,0,,,14.0,14.0,1.2,0.1,12,18.5,222,2,5,4,,,,,,,,,,,,,,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8875,Lynn Swann,1975.0,23.0,PIT,WR,88.0,14,12,,49,781,15.9,11,,,43,3.5,55.8,,,3.0,13.0,0,,,11.0,4.3,0.9,0.2,52,15.3,794,11,4,12,,,,,,,,,,,,"AP2, PB",,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8876,Lynn Swann,1976.0,24.0,PIT,WR,88.0,12,10,,28,516,18.4,3,,,47,2.3,43.0,,,1.0,2.0,0,,,2.0,2.0,0.2,0.1,29,17.9,518,3,0,9,,,,,,,,,,,,,,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8877,Lynn Swann,1977.0,25.0,PIT,WR,88.0,14,14,,50,789,15.8,7,,,46,3.6,56.4,,,2.0,6.0,0,,,14.0,3.0,0.4,0.1,52,15.3,795,7,1,11,,,,,,,,,,,,"AP2, PB",,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8878,Lynn Swann,1978.0,26.0,PIT,WR,88.0,16,16,,61,880,14.4,11,,,62,3.8,55.0,,,1.0,7.0,0,,,7.0,7.0,0.4,0.1,62,14.3,887,11,0,12,,,,,,,,,,,,"AP1, PB",,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8879,Lynn Swann,1979.0,27.0,PIT,WR,88.0,13,11,,41,808,19.7,5,,,65,3.2,62.2,,,1.0,9.0,1,,,9.0,9.0,0.7,0.1,42,19.5,817,6,0,8,,,,,,,,,,,,,,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8880,Lynn Swann,1980.0,28.0,PIT,WR,88.0,13,11,,44,710,16.1,7,,,68,3.4,54.6,,,1.0,-4.0,0,,,-4.0,-4.0,-0.3,0.1,45,15.7,706,7,0,7,,,,,,,,,,,,,,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8881,Lynn Swann,1981.0,29.0,PIT,WR,88.0,13,12,,34,505,14.9,5,,,44,2.6,38.8,,,,,0,,,,,,,34,14.9,505,5,1,5,,,,,,,,,,,,,,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8882,Lynn Swann,1982.0,30.0,PIT,WR,88.0,9,8,,18,265,14.7,0,,,60,2.0,29.4,,,1.0,25.0,0,,,25.0,25.0,2.8,0.1,19,15.3,290,0,0,5,,,,,,,,,,,,,,,,,23740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8883,Eric Swanson,1986.0,23.0,STL,WR,86.0,9,0.0,,,,,0,,,,,,,,,206,0,,,40,,,,,,,,,0,,,,,,,,,,,,,,10.0,20.6,206.0,23741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8884,Shane Swanson,1987.0,25.0,DEN,WR,80.0,3,2,,,132,14.7,0,,,33,,,,,,234,0,,,50,,,,,,,,,1,,,,,,,,,,,,,9.0,9.0,26.0,453.0,23744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8885,Kevin Swayne,2001.0,26.0,NYJ,WR,82.0,15,2,36,13,203,15.6,0,12,33.3,27,0.9,13.5,36.1%,5.6,,,0,,,,,,,13,15.6,203,0,0,2,,,,,,,,,,,,,,,,,23752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8886,Kevin Swayne,2002.0,27.0,NYJ,WR,82.0,15,0,12,5,78,15.6,0,3,33.3,24,0.3,5.2,41.7%,6.5,,,0,,,,,,,5,15.6,78,0,1,1,,,,,,,,,,,,,,,,,23752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8887,Kevin Swayne,2003.0,28.0,NYJ,WR,82.0,15,0,10,2,29,14.5,1,1,10.0,27,0.1,1.9,20.0%,2.9,,,0,,,,,,,2,14.5,29,1,0,0,,,,,,,,,,,,,,,,,23752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8888,Limas Sweed,2008.0,24.0,PIT,WR,14.0,11,0.0,10,6,64,10.7,0,3.0,40.0,17,0.5,5.8,60.0%,6.4,,,0,,,,,,,6,10.7,64,0,2,1,,,,,,,,,,,,,,,,,23756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,Limas Sweed,2009.0,25.0,PIT,WR,14.0,9,0.0,5,1,5,5.0,0,,,5,0.1,0.6,20.0%,1.0,,,0,,,,,,,1,5.0,5,0,0,0,,,,,,,,,,,,,,,,,23756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8890,Calvin Sweeney,1980.0,25.0,PIT,WR,85.0,15,0,,12,282,23.5,1,,,34,0.8,18.8,,,,,0,,,,,,,12,23.5,282,1,1,3,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8891,Calvin Sweeney,1981.0,26.0,PIT,WR,85.0,14,0,,2,53,26.5,0,,,32,0.1,3.8,,,,,0,,,,,,,2,26.5,53,0,1,1,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,Calvin Sweeney,1982.0,27.0,PIT,WR,85.0,7,1,,5,50,10.0,0,,,17,0.7,7.1,,,,,0,,,,,,,5,10.0,50,0,0,1,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893,Calvin Sweeney,1983.0,28.0,PIT,WR,85.0,16,16,,39,577,14.8,5,,,42,2.4,36.1,,,1.0,-2.0,0,,,-2.0,-2.0,-0.1,0.1,40,14.4,575,5,0,5,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8894,Calvin Sweeney,1984.0,29.0,PIT,WR,85.0,9,1,,2,25,12.5,0,,,16,0.2,2.8,,,,,0,,,,,,,2,12.5,25,0,0,0,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895,Calvin Sweeney,1985.0,30.0,PIT,WR,85.0,16,0,,16,234,14.6,0,,,69,1.0,14.6,,,,,0,,,,,,,16,14.6,234,0,0,2,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8896,Calvin Sweeney,1986.0,31.0,PIT,WR,85.0,16,7,,21,337,16.0,1,,,58,1.3,21.1,,,,,0,,,,,,,21,16.0,337,1,0,4,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8897,Calvin Sweeney,1987.0,32.0,PIT,WR,85.0,9,6,,16,217,13.6,0,,,34,1.8,24.1,,,,,0,,,,,,,16,13.6,217,0,0,2,,,,,,,,,,,,,,,,,23757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898,Neal Sweeney,1967.0,22.0,DEN,WR,49.0,10,0.0,,6,136,22.7,0,,,48,0.6,13.6,,,,,0,,,,,,,6,22.7,136,0,0.0,1,,,,,,,,,,,,,,,,,23761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8899,Steve Sweeney,1973.0,23.0,OAK,WR,89.0,14,0.0,,2,52,26.0,1,,,34,0.1,3.7,,,,,0,,,,,,,2,26.0,52,1,0.0,1,,,,,,,,,,,,,,,,,23762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8900,Joe Sweet,1972.0,24.0,RAM,WR,29.0,11,0.0,,2.0,26.0,13.0,1,,,17.0,0.2,2.4,,,1.0,1.0,0,,,1.0,1.0,0.1,0.1,3.0,9.0,27.0,1,0.0,0,,,,,,,,,,,,,,,,,23766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901,Joe Sweet,1973.0,25.0,RAM,WR,82.0,8,0.0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8902,Joe Sweet,1974.0,26.0,NWE,WR,81.0,4,0.0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8903,Joe Sweet,1975.0,27.0,SDG,WR,83.0,11,0.0,,8.0,147.0,18.4,0,,,52.0,0.7,13.4,,,,,0,,,,,,,8.0,18.4,147.0,0,0.0,1,,,,,,,,,,,,,,,,,23766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8904,Reggie Swinton,2001.0,26.0,DAL,WR,80.0,15,1,,,414,13.4,1,,,65,,,,,,1327,0,,,77,,,,,,,,,2,,,,,,,,,,,,,31.0,56.0,23.7,1854.0,23789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8905,Reggie Swinton,2002.0,27.0,DAL,WR,80.0,14,0,,,141,7.4,0,,,26,,,,,,697,1,,,100,,,,,,,,,1,,,,,,,,,,,,,19.0,28.0,24.9,924.0,23789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
