,Name,Year,Age,Tm,Pos,No.,G,GS,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Att,Yds.1,TD.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Tgt,1D,Succ%,Ctch%,Y/Tgt,1D.1,Succ%.1,Player ID,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Pts,Pts/G,Ret,Rt,Y/Rt,APYd,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck
22,Stephen Alexander,2001.0,26.0,WAS,TE,80.0,7.0,5.0,9.0,85.0,9.4,0.0,21.0,1.3,12.1,,,0.0,,,,,9.0,9.4,85.0,0.0,0.0,1.0,23.0,3.0,26.1,39.1%,3.7,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Stephen Alexander,2002.0,27.0,SDG,TE,81.0,14.0,14.0,45.0,510.0,11.3,1.0,32.0,3.2,36.4,,,0.0,,,,,45.0,11.3,510.0,1.0,1.0,5.0,76.0,25.0,43.4,59.2%,6.7,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Stephen Alexander,2003.0,28.0,SDG,TE,80.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,6.0,,,0.0%,0.0,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Stephen Alexander,2004.0,29.0,DET,TE,86.0,16.0,15.0,41.0,377.0,9.2,1.0,30.0,2.6,23.6,,,0.0,,,,,41.0,9.2,377.0,1.0,0.0,3.0,76.0,22.0,40.8,53.9%,5.0,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Stephen Alexander,2005.0,30.0,DEN,TE,82.0,16.0,15.0,21.0,170.0,8.1,1.0,15.0,1.3,10.6,,,0.0,,,,,21.0,8.1,170.0,1.0,0.0,2.0,36.0,9.0,44.4,58.3%,4.7,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Stephen Alexander,2006.0,31.0,DEN,TE,82.0,16.0,14.0,18.0,160.0,8.9,2.0,24.0,1.1,10.0,,,0.0,,,,,18.0,8.9,160.0,2.0,0.0,2.0,35.0,10.0,42.9,51.4%,4.6,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Mo Alie-Cox,2018.0,25.0,IND,TE,81.0,9.0,1.0,7.0,133.0,19.0,2.0,34.0,0.8,14.8,,,0.0,,,,,7.0,19.0,133.0,2.0,0.0,1.0,13.0,6.0,46.2,53.8%,10.2,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Mo Alie-Cox,2019.0,26.0,IND,TE,81.0,16.0,2.0,8.0,93.0,11.6,0.0,21.0,0.5,5.8,,,0.0,,,,,8.0,11.6,93.0,0.0,0.0,1.0,11.0,5.0,63.6,72.7%,8.5,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Mo Alie-Cox,2020.0,27.0,IND,TE,81.0,15.0,6.0,31.0,394.0,12.7,2.0,45.0,2.1,26.3,,,0.0,,,,,31.0,12.7,394.0,2.0,1.0,4.0,39.0,19.0,66.7,79.5%,10.1,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Mo Alie-Cox,2021.0,28.0,IND,TE,81.0,17.0,7.0,24.0,316.0,13.2,4.0,37.0,1.4,18.6,,,0.0,,,,,24.0,13.2,316.0,4.0,1.0,3.0,45.0,14.0,42.2,53.3%,7.0,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Mo Alie-Cox,2022.0,29.0,IND,TE,81.0,17.0,11.0,19.0,189.0,9.9,3.0,34.0,1.1,11.1,,,0.0,,,,,19.0,9.9,189.0,3.0,1.0,1.0,28.0,9.0,50.0,67.9%,6.8,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Mo Alie-Cox,2023.0,30.0,IND,TE,81.0,17.0,7.0,13.0,161.0,12.4,3.0,35.0,0.8,9.5,,,0.0,,,,,13.0,12.4,161.0,3.0,0.0,1.0,22.0,9.0,45.5,59.1%,7.3,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Chase Allen,2022.0,25.0,CHI,TE,47.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Davis Allen,2023.0,22.0,LAR,TE,87.0,15.0,1.0,10.0,95.0,9.5,1.0,21.0,0.7,6.3,,,0.0,,,,,10.0,9.5,95.0,1.0,0.0,1.0,11.0,7.0,81.8,90.9%,8.6,,,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Duane Allen,1961.0,24.0,RAM,TE,25.0,10.0,0.0,2.0,80.0,40.0,2.0,48.0,0.2,8.0,,,0.0,,,,,2.0,40.0,80.0,2.0,0.0,1.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Duane Allen,1962.0,25.0,RAM,TE,25.0,7.0,1.0,3.0,90.0,30.0,2.0,43.0,0.4,12.9,,,0.0,,,,,3.0,30.0,90.0,2.0,0.0,1.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Duane Allen,1963.0,26.0,RAM,TE,25.0,7.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Duane Allen,1964.0,27.0,RAM,TE,25.0,7.0,0.0,2.0,29.0,14.5,1.0,19.0,0.3,4.1,,,0.0,,,,,2.0,14.5,29.0,1.0,0.0,0.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Duane Allen,1965.0,28.0,PIT,TE,25.0,2.0,1.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Duane Allen,1966.0,29.0,CHI,TE,85.0,11.0,0.0,3.0,28.0,9.3,0.0,14.0,0.3,2.5,,,0.0,,,,,3.0,9.3,28.0,0.0,0.0,0.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Duane Allen,1967.0,30.0,CHI,TE,85.0,5.0,1.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Dwayne Allen,2012.0,22.0,IND,TE,83.0,16.0,16.0,45.0,521.0,11.6,3.0,40.0,2.8,32.6,3.0,5.0,0.0,3.0,1.7,0.3,0.2,48.0,11.0,526.0,3.0,1.0,4.0,66.0,30.0,56.1,68.2%,7.9,2.0,66.7,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Dwayne Allen,2013.0,23.0,IND,TE,83.0,1.0,1.0,1.0,20.0,20.0,1.0,20.0,1.0,20.0,,,0.0,,,,,1.0,20.0,20.0,1.0,0.0,0.0,2.0,1.0,50.0,50.0%,10.0,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Dwayne Allen,2014.0,24.0,IND,TE,83.0,13.0,13.0,29.0,395.0,13.6,8.0,41.0,2.2,30.4,,,0.0,,,,,29.0,13.6,395.0,8.0,1.0,3.0,50.0,24.0,52.0,58.0%,7.9,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Dwayne Allen,2015.0,25.0,IND,TE,83.0,13.0,12.0,16.0,109.0,6.8,1.0,21.0,1.2,8.4,1.0,1.0,0.0,1.0,1.0,0.1,0.1,17.0,6.5,110.0,1.0,0.0,1.0,29.0,4.0,48.3,55.2%,3.8,1.0,100.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Dwayne Allen,2016.0,26.0,IND,TE,83.0,14.0,14.0,35.0,406.0,11.6,6.0,23.0,2.5,29.0,,,0.0,,,,,35.0,11.6,406.0,6.0,1.0,4.0,52.0,25.0,63.5,67.3%,7.8,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Dwayne Allen,2017.0,27.0,NWE,TE,83.0,16.0,8.0,10.0,86.0,8.6,1.0,22.0,0.6,5.4,,,0.0,,,,,10.0,8.6,86.0,1.0,0.0,1.0,22.0,5.0,31.8,45.5%,3.9,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Dwayne Allen,2018.0,28.0,NWE,TE,83.0,13.0,8.0,3.0,27.0,9.0,0.0,21.0,0.2,2.1,,,0.0,,,,,3.0,9.0,27.0,0.0,0.0,0.0,4.0,2.0,50.0,75.0%,6.8,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Rashaun Allen,2014.0,25.0,SEA,TE,87.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Tremayne Allen,1997.0,23.0,CHI,TE,49.0,2.0,0.0,1.0,9.0,9.0,0.0,9.0,0.5,4.5,,,0.0,,,,,1.0,9.0,9.0,0.0,0.0,0.0,1.0,,,100.0%,9.0,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,John Allred,1997.0,23.0,CHI,TE,84.0,15.0,4.0,8.0,70.0,8.8,0.0,18.0,0.5,4.7,,,0.0,,,,,8.0,8.8,70.0,0.0,0.0,1.0,13.0,1.0,53.8,61.5%,5.4,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,John Allred,1998.0,24.0,CHI,TE,84.0,4.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,John Allred,1999.0,25.0,CHI,TE,84.0,16.0,5.0,13.0,102.0,7.8,1.0,26.0,0.8,6.4,,,0.0,,,,,13.0,7.8,102.0,1.0,0.0,1.0,17.0,6.0,52.9,76.5%,6.0,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,John Allred,2000.0,26.0,CHI,TE,84.0,5.0,3.0,9.0,109.0,12.1,1.0,25.0,1.8,21.8,,,0.0,,,,,9.0,12.1,109.0,1.0,0.0,1.0,15.0,5.0,53.3,60.0%,7.3,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,John Allred,2002.0,28.0,PIT,TE,85.0,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,1.0,,,0.0%,0.0,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Mack Alston,1970.0,23.0,WAS,TE,81.0,8.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Mack Alston,1971.0,24.0,WAS,TE,81.0,12.0,7.0,5.0,87.0,17.4,0.0,21.0,0.4,7.3,,,0.0,,,,,5.0,17.4,87.0,0.0,1.0,1.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Mack Alston,1972.0,25.0,WAS,TE,81.0,14.0,0.0,2.0,53.0,26.5,0.0,36.0,0.1,3.8,,,0.0,,,,,2.0,26.5,53.0,0.0,0.0,1.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Mack Alston,1973.0,26.0,HOU,TE,82.0,14.0,14.0,19.0,195.0,10.3,4.0,39.0,1.4,13.9,1.0,13.0,0.0,13.0,13.0,0.9,0.1,20.0,10.4,208.0,4.0,0.0,2.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Mack Alston,1974.0,27.0,HOU,TE,82.0,13.0,12.0,17.0,249.0,14.6,3.0,33.0,1.3,19.2,1.0,-3.0,0.0,-3.0,-3.0,-0.2,0.1,18.0,13.7,246.0,3.0,1.0,3.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Mack Alston,1975.0,28.0,HOU,TE,82.0,13.0,11.0,18.0,165.0,9.2,4.0,26.0,1.4,12.7,,,0.0,,,,,18.0,9.2,165.0,4.0,0.0,2.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Mack Alston,1976.0,29.0,HOU,TE,82.0,14.0,10.0,19.0,174.0,9.2,1.0,29.0,1.4,12.4,,,0.0,,,,,19.0,9.2,174.0,1.0,1.0,2.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Mack Alston,1977.0,30.0,BAL,TE,83.0,14.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Mack Alston,1978.0,31.0,BAL,TE,83.0,16.0,13.0,18.0,210.0,11.7,2.0,23.0,1.1,13.1,,,0.0,,,,,18.0,11.7,210.0,2.0,0.0,2.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Mack Alston,1979.0,32.0,BAL,TE,83.0,14.0,4.0,10.0,114.0,11.4,1.0,26.0,0.7,8.1,,,0.0,,,,,10.0,11.4,114.0,1.0,0.0,1.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Mack Alston,1980.0,33.0,BAL,TE,83.0,13.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Steve Alvers,1981.0,24.0,BUF,TE,87.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Steve Alvers,1982.0,25.0,NYJ,TE,86.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Steve Alvers,1981.0,24.0,BUF,TE,87.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Steve Alvers,1982.0,25.0,NYJ,TE,86.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Jace Amaro,2014.0,22.0,NYJ,TE,88.0,14.0,4.0,38.0,345.0,9.1,2.0,43.0,2.7,24.6,,,0.0,,,,,38.0,9.1,345.0,2.0,1.0,3.0,53.0,20.0,49.1,71.7%,6.5,,,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Jace Amaro,2016.0,24.0,TEN,TE,88.0,3.0,0.0,3.0,59.0,19.7,0.0,26.0,1.0,19.7,,,0.0,,,,,3.0,19.7,59.0,0.0,0.0,1.0,4.0,2.0,50.0,75.0%,14.8,,,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Chet Anderson,1967.0,22.0,PIT,TE,46.0,14.0,1.0,8.0,141.0,17.6,2.0,48.0,0.6,10.1,,,0.0,,,,,8.0,17.6,141.0,2.0,0.0,2.0,,,,,,,,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Courtney Anderson,2004.0,24.0,OAK,TE,83.0,9.0,4.0,13.0,175.0,13.5,1.0,28.0,1.4,19.4,,,0.0,,,,,13.0,13.5,175.0,1.0,0.0,2.0,21.0,6.0,52.4,61.9%,8.3,,,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Courtney Anderson,2005.0,25.0,OAK,TE,83.0,14.0,13.0,24.0,303.0,12.6,3.0,36.0,1.7,21.6,,,0.0,,,,,24.0,12.6,303.0,3.0,1.0,3.0,48.0,19.0,47.9,50.0%,6.3,,,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Courtney Anderson,2006.0,26.0,OAK,TE,83.0,16.0,11.0,25.0,285.0,11.4,2.0,35.0,1.6,17.8,,,0.0,,,,,25.0,11.4,285.0,2.0,1.0,1.0,43.0,13.0,48.8,58.1%,6.6,,,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Courtney Anderson,2007.0,27.0,2TM,TE,,4.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Jesse Anderson,1990.0,24.0,TAM,TE,89.0,16.0,2.0,5.0,77.0,15.4,0.0,52.0,0.3,4.8,,,0.0,,,,,5.0,15.4,77.0,0.0,0.0,1.0,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Jesse Anderson,1991.0,25.0,TAM,TE,89.0,15.0,2.0,6.0,73.0,12.2,2.0,34.0,0.4,4.9,,,0.0,,,,,6.0,12.2,73.0,2.0,0.0,1.0,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Jesse Anderson,1992.0,26.0,2TM,TE,,3.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Jesse Anderson,1993.0,27.0,NOR,TE,81.0,1.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Stephen Anderson,2016.0,23.0,HOU,TE,89.0,13.0,0.0,11.0,93.0,8.5,1.0,14.0,0.8,7.2,,,0.0,,,,,11.0,8.5,93.0,1.0,0.0,1.0,16.0,6.0,56.3,68.8%,5.8,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Stephen Anderson,2017.0,24.0,HOU,TE,89.0,15.0,5.0,25.0,342.0,13.7,1.0,42.0,1.7,22.8,,,0.0,,,,,25.0,13.7,342.0,1.0,0.0,3.0,52.0,17.0,40.4,48.1%,6.6,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Stephen Anderson,2019.0,26.0,LAC,TE,82.0,1.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Stephen Anderson,2020.0,27.0,LAC,TE,82.0,16.0,3.0,8.0,106.0,13.3,0.0,23.0,0.5,6.6,,,0.0,,,,,8.0,13.3,106.0,0.0,0.0,1.0,11.0,7.0,63.6,72.7%,9.6,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Stephen Anderson,2021.0,28.0,LAC,TE,82.0,17.0,4.0,16.0,165.0,10.3,1.0,34.0,0.9,9.7,,,0.0,,,,,16.0,10.3,165.0,1.0,0.0,2.0,19.0,9.0,63.2,84.2%,8.7,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Stephen Anderson,2022.0,29.0,ARI,TE,89.0,16.0,0.0,3.0,9.0,3.0,0.0,6.0,0.2,0.6,,,0.0,,,,,3.0,3.0,9.0,0.0,0.0,0.0,7.0,,14.3,42.9%,1.3,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Stephen Anderson,2023.0,30.0,LAC,TE,40.0,3.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Taz Anderson,1961.0,23.0,STL,TE,85.0,14.0,12.0,22.0,399.0,18.1,2.0,78.0,1.6,28.5,15.0,39.0,1.0,19.0,2.6,2.8,1.1,37.0,11.8,438.0,3.0,1.0,4.0,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Taz Anderson,1962.0,24.0,STL,TE,85.0,14.0,14.0,35.0,535.0,15.3,3.0,51.0,2.5,38.2,,,0.0,,,,,35.0,15.3,535.0,3.0,0.0,5.0,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Taz Anderson,1963.0,25.0,STL,TE,85.0,5.0,5.0,5.0,47.0,9.4,0.0,16.0,1.0,9.4,,,0.0,,,,,5.0,9.4,47.0,0.0,0.0,0.0,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Taz Anderson,1964.0,26.0,STL,TE,85.0,13.0,6.0,7.0,60.0,8.6,0.0,13.0,0.5,4.6,,,0.0,,,,,7.0,8.6,60.0,0.0,0.0,1.0,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Taz Anderson,1966.0,28.0,ATL,TE,87.0,8.0,1.0,10.0,195.0,19.5,3.0,62.0,1.3,24.4,,,0.0,,,,,10.0,19.5,195.0,3.0,0.0,2.0,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Taz Anderson,1967.0,29.0,ATL,TE,87.0,8.0,2.0,8.0,99.0,12.4,1.0,21.0,1.0,12.4,,,0.0,,,,,8.0,12.4,99.0,1.0,0.0,1.0,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,John Andrews,1972.0,24.0,SDG,TE,81.0,1.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,John Andrews,1973.0,25.0,BAL,TE,88.0,8.0,1.0,1.0,,1.0,0.0,,0.1,,,1.0,1.0,1.0,,0.1,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,John Andrews,1974.0,26.0,BAL,RB,36.0,14.0,1.0,,6.0,,0.0,4.0,,0.4,5.0,,0.0,,1.2,,0.4,5.0,1.2,6.0,0.0,0.0,0.0,,,,,,,,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Mark Andrews,2018.0,23.0,BAL,TE,89.0,16.0,3.0,34.0,552.0,16.2,3.0,74.0,2.1,34.5,,,0.0,,,,,34.0,16.2,552.0,3.0,0.0,5.0,50.0,28.0,64.0,68.0%,11.0,,,577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Mark Andrews,2019.0,24.0,BAL,TE,89.0,15.0,4.0,64.0,852.0,13.3,10.0,51.0,4.3,56.8,,,0.0,,,,,64.0,13.3,852.0,10.0,2.0,11.0,98.0,44.0,54.1,65.3%,8.7,,,577.0,,,,,,,,,,,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Mark Andrews,2020.0,25.0,BAL,TE,89.0,14.0,2.0,58.0,701.0,12.1,7.0,39.0,4.1,50.1,,,0.0,,,,,58.0,12.1,701.0,7.0,2.0,8.0,88.0,37.0,56.8,65.9%,8.0,,,577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
